[00:00:00.000 --> 00:00:00.360]   Música
[00:44:32.740 --> 00:44:33.600]   Que nós devemos
[00:44:33.600 --> 00:44:35.380]   Nós fomos criados
[00:44:35.380 --> 00:44:36.440]   Para nos satisfazer
[00:44:36.440 --> 00:44:37.300]   Para a nossa alegria
[00:44:37.300 --> 00:44:39.720]   Estar completamente nele
[00:44:39.720 --> 00:44:41.220]   Mas tem um problema
[00:44:41.220 --> 00:44:41.780]   Qual o problema?
[00:44:41.780 --> 00:44:42.820]   O pecado
[00:44:42.820 --> 00:44:44.000]   E o pecado
[00:44:44.000 --> 00:44:45.700]   Nos separou de Deus
[00:44:45.700 --> 00:44:47.220]   E essa é uma separação
[00:44:47.220 --> 00:44:47.900]   Num abismo
[00:44:47.900 --> 00:44:49.220]   Infinito
[00:44:49.220 --> 00:44:50.380]   Como se fosse
[00:44:50.380 --> 00:44:51.120]   Um vazio
[00:44:51.120 --> 00:44:51.920]   Nas nossas vidas
[00:44:51.920 --> 00:44:53.000]   E por causa
[00:44:53.000 --> 00:44:53.560]   Desse vazio
[00:44:53.560 --> 00:44:53.920]   Ele vai falar
[00:44:53.920 --> 00:44:54.460]   O homem
[00:44:54.460 --> 00:44:55.980]   Tenta preencher
[00:44:55.980 --> 00:44:56.740]   Esse vazio
[00:44:56.740 --> 00:44:57.600]   Com qualquer coisa
[00:44:57.600 --> 00:44:59.580]   Por isso que ele fala
[00:44:59.580 --> 00:45:00.160]   Assim que o coração
[00:45:00.160 --> 00:45:00.660]   Do homem
[00:45:00.660 --> 00:45:02.800]   Ele não
[00:45:02.800 --> 00:45:04.400]   Não relaxa
[00:45:04.400 --> 00:45:05.280]   Não fica tranquilo
[00:45:05.280 --> 00:45:06.460]   Ele não encontra
[00:45:06.460 --> 00:45:07.120]   Descanso
[00:45:07.120 --> 00:45:08.080]   Porque está sempre
[00:45:08.080 --> 00:45:09.040]   Atrás de alguma coisa
[00:45:09.040 --> 00:45:10.460]   Para poder preencher
[00:45:10.460 --> 00:45:11.320]   Esse vazio
[00:45:11.320 --> 00:45:12.480]   Que existe
[00:45:12.480 --> 00:45:13.200]   Por causa
[00:45:13.200 --> 00:45:13.840]   Dessa falta
[00:45:13.840 --> 00:45:14.720]   De relacionamento
[00:45:14.720 --> 00:45:15.760]   E o pecado
[00:45:15.760 --> 00:45:16.920]   Nos separou
[00:45:16.920 --> 00:45:18.460]   O outro autor
[00:45:18.460 --> 00:45:18.920]   Que eu falei
[00:45:18.920 --> 00:45:19.560]   O ex-Pascal
[00:45:19.560 --> 00:45:20.580]   Que ele chama
[00:45:20.580 --> 00:45:21.720]   Os pensamentos
[00:45:21.720 --> 00:45:23.840]   Ele vai falar
[00:45:23.840 --> 00:45:24.200]   Mais ou menos
[00:45:24.200 --> 00:45:24.660]   A mesma ideia
[00:45:24.660 --> 00:45:24.980]   Ele vai falar
[00:45:24.980 --> 00:45:25.500]   Que no coração
[00:45:25.500 --> 00:45:25.780]   Do homem
[00:45:25.780 --> 00:45:26.440]   Fazer o pecado
[00:45:26.440 --> 00:45:27.640]   Há um grande buraco
[00:45:27.640 --> 00:45:28.520]   Talvez você já tenha
[00:45:28.520 --> 00:45:29.160]   ouvido falar isso
[00:45:29.160 --> 00:45:30.880]   Um buraco
[00:45:30.880 --> 00:45:31.460]   Que é semelhante
[00:45:31.460 --> 00:45:31.860]   Ao Agostinho
[00:45:31.860 --> 00:45:32.680]   Que o Agostinho disse
[00:45:32.680 --> 00:45:34.500]   Por ter ali um buraco
[00:45:34.500 --> 00:45:35.540]   As pessoas tentam
[00:45:35.540 --> 00:45:36.580]   Preencher esse buraco
[00:45:36.580 --> 00:45:37.920]   Com a ignoratividade
[00:45:37.920 --> 00:45:38.780]   Com as coisas
[00:45:38.780 --> 00:45:39.340]   Deste mundo
[00:45:39.340 --> 00:45:39.820]   Com o prazer
[00:45:39.820 --> 00:45:40.500]   Com algo que possa
[00:45:40.500 --> 00:45:41.300]   Satisfazer
[00:45:41.300 --> 00:45:42.820]   Mas qual que é o problema
[00:45:42.820 --> 00:45:43.660]   Que o Pascal coloca?
[00:45:43.660 --> 00:45:45.520]   Este buraco
[00:45:45.520 --> 00:45:45.920]   É do tamanho
[00:45:45.920 --> 00:45:46.360]   De Deus
[00:45:46.360 --> 00:45:47.860]   Já devem ouvir falar isso
[00:45:47.860 --> 00:45:48.460]   Buraco
[00:45:48.460 --> 00:45:48.820]   Do tamanho
[00:45:48.820 --> 00:45:49.180]   De Deus
[00:45:49.180 --> 00:45:51.380]   O que ele está
[00:45:51.380 --> 00:45:52.020]   Querendo mostrar?
[00:45:52.020 --> 00:45:53.580]   Que é um buraco
[00:45:53.580 --> 00:45:54.500]   Que só pode ser
[00:45:54.500 --> 00:45:55.060]   Preenchido
[00:45:55.060 --> 00:45:56.520]   Pelo próprio Deus
[00:45:56.520 --> 00:45:57.500]   Você tenta preencher
[00:45:57.500 --> 00:45:58.140]   Com outras coisas
[00:45:58.140 --> 00:45:58.460]   Com outras
[00:45:58.460 --> 00:45:59.560]   Você não consegue
[00:45:59.560 --> 00:46:00.560]   Há esse desejo
[00:46:00.560 --> 00:46:01.260]   Porque tem um buraco
[00:46:01.260 --> 00:46:02.120]   Você tenta preencher
[00:46:02.120 --> 00:46:03.780]   Você pode fazer igual
[00:46:03.780 --> 00:46:05.420]   O pregador
[00:46:05.420 --> 00:46:06.360]   Que eu acho que é Salomão
[00:46:06.360 --> 00:46:07.060]   Lá em Pediato
[00:46:07.060 --> 00:46:08.660]   Tentar preencher
[00:46:08.660 --> 00:46:09.680]   Com aquilo que o mundo
[00:46:09.680 --> 00:46:10.480]   Pode oferecer
[00:46:10.480 --> 00:46:11.580]   A sabedoria
[00:46:11.580 --> 00:46:13.260]   Os prazeres
[00:46:13.260 --> 00:46:14.280]   A música
[00:46:14.280 --> 00:46:14.920]   A festa
[00:46:14.920 --> 00:46:15.580]   A comida
[00:46:15.580 --> 00:46:16.860]   Os relacionamentos
[00:46:16.860 --> 00:46:17.320]   Os sexuais
[00:46:17.320 --> 00:46:18.100]   Tentar preencher
[00:46:18.100 --> 00:46:18.800]   Com tudo isso
[00:46:18.800 --> 00:46:19.900]   Mas a chegada
[00:46:19.900 --> 00:46:20.380]   É a conclusão
[00:46:20.380 --> 00:46:20.760]   Que ele chegou
[00:46:20.760 --> 00:46:21.140]   Tudo
[00:46:21.140 --> 00:46:22.520]   É vaidade
[00:46:22.520 --> 00:46:24.080]   É um soco
[00:46:24.080 --> 00:46:25.380]   Passageiro
[00:46:25.380 --> 00:46:26.880]   Vida
[00:46:26.880 --> 00:46:29.640]   Atrás de idolatria
[00:46:29.640 --> 00:46:30.220]   Desses deuses
[00:46:30.220 --> 00:46:30.720]   Faltos
[00:46:30.720 --> 00:46:32.440]   Nem pode ser chamada
[00:46:32.440 --> 00:46:33.000]   De uma vida
[00:46:33.000 --> 00:46:33.440]   De fato
[00:46:33.440 --> 00:46:34.780]   É morte
[00:46:34.780 --> 00:46:35.220]   É uma
[00:46:35.220 --> 00:46:36.320]   Mera existência
[00:46:36.320 --> 00:46:36.580]   Sem
[00:46:36.580 --> 00:46:37.960]   Uma existência
[00:46:37.960 --> 00:46:38.540]   Sem nenhum
[00:46:38.540 --> 00:46:39.940]   Valor
[00:46:39.940 --> 00:46:40.280]   Verdade
[00:46:40.280 --> 00:46:41.320]   E
[00:46:41.320 --> 00:46:42.640]   Acho que é por isso
[00:46:42.640 --> 00:46:43.140]   Que nós estamos
[00:46:43.140 --> 00:46:43.380]   Estão
[00:46:43.380 --> 00:46:44.760]   Apegados
[00:46:44.760 --> 00:46:46.080]   A idolatria
[00:46:46.080 --> 00:46:46.900]   Fazer esses vazios
[00:46:46.900 --> 00:46:47.120]   Que existe
[00:46:47.120 --> 00:46:47.640]   No nosso próximo
[00:46:47.640 --> 00:46:48.960]   E tem um
[00:46:48.960 --> 00:46:49.620]   Outro livro
[00:46:49.620 --> 00:46:50.820]   Que
[00:46:50.820 --> 00:46:53.000]   Toma um autor
[00:46:53.000 --> 00:46:53.620]   Ele
[00:46:53.620 --> 00:46:54.260]   Existe
[00:46:54.260 --> 00:46:55.400]   A Bíblia
[00:46:55.400 --> 00:46:56.480]   Chama Greg
[00:46:56.480 --> 00:46:57.280]   Ele escreve um livro
[00:46:57.280 --> 00:46:57.600]   Que
[00:46:57.600 --> 00:46:58.840]   Chama
[00:46:58.840 --> 00:46:59.860]   Você se torna
[00:46:59.860 --> 00:47:01.220]   Aquele que adora
[00:47:01.220 --> 00:47:02.540]   A ideia do livro
[00:47:02.540 --> 00:47:03.420]   A tese é bem legal
[00:47:03.420 --> 00:47:05.260]   Qual que é a tese
[00:47:05.260 --> 00:47:06.580]   Basicamente
[00:47:06.580 --> 00:47:07.240]   Do livro dele
[00:47:07.240 --> 00:47:07.520]   Não
[00:47:07.520 --> 00:47:08.060]   Você se torna
[00:47:08.060 --> 00:47:09.000]   O que você adora
[00:47:09.000 --> 00:47:09.360]   É o seguinte
[00:47:09.360 --> 00:47:10.840]   Que o idoso
[00:47:10.840 --> 00:47:12.280]   Ele se torna
[00:47:12.280 --> 00:47:13.420]   Semelhante
[00:47:13.420 --> 00:47:15.120]   Aquilo que ele está adorando
[00:47:15.120 --> 00:47:16.000]   Tanto para o mal
[00:47:16.000 --> 00:47:17.480]   Como para o bem
[00:47:17.480 --> 00:47:18.060]   Para a sua intenção
[00:47:18.060 --> 00:47:18.780]   Quando ele adora
[00:47:18.780 --> 00:47:19.820]   A Deus
[00:47:19.820 --> 00:47:20.240]   Por exemplo
[00:47:20.240 --> 00:47:20.980]   Pensando no mal
[00:47:20.980 --> 00:47:21.480]   Ele dá o exemplo
[00:47:21.480 --> 00:47:22.300]   Da mulher de Ló
[00:47:22.300 --> 00:47:24.500]   A mulher de Ló
[00:47:24.500 --> 00:47:25.660]   Idolatrava
[00:47:25.660 --> 00:47:26.800]   O prazer
[00:47:26.800 --> 00:47:27.280]   A alegria
[00:47:27.280 --> 00:47:27.720]   E a satisfação
[00:47:27.720 --> 00:47:28.720]   Que ela tinha naquelas cidades
[00:47:28.720 --> 00:47:29.680]   E ela se tornou
[00:47:29.680 --> 00:47:30.460]   Como aquela cidade
[00:47:30.460 --> 00:47:31.820]   Literalmente
[00:47:31.820 --> 00:47:32.260]   As cidades
[00:47:32.260 --> 00:47:33.480]   Caíram sobre elas
[00:47:33.480 --> 00:47:33.980]   Pouro
[00:47:33.980 --> 00:47:34.860]   Enxofre
[00:47:34.860 --> 00:47:35.880]   E viraram sal
[00:47:35.880 --> 00:47:36.920]   A mulher de Ló
[00:47:36.920 --> 00:47:37.440]   Deu para trás
[00:47:37.440 --> 00:47:38.320]   Virou uma estátua
[00:47:38.320 --> 00:47:39.040]   E sal
[00:47:39.040 --> 00:47:40.160]   Se tornou semelhante
[00:47:40.160 --> 00:47:41.180]   A aqueles
[00:47:41.180 --> 00:47:42.540]   E a Bíblia
[00:47:42.540 --> 00:47:43.200]   Aparece muito
[00:47:43.200 --> 00:47:43.820]   Dessa ideia
[00:47:43.820 --> 00:47:44.760]   Muitas vezes
[00:47:44.760 --> 00:47:45.700]   Falam do povo idólico
[00:47:45.700 --> 00:47:46.720]   Como um povo surdo
[00:47:46.720 --> 00:47:47.680]   Igual os índios
[00:47:47.680 --> 00:47:48.740]   Que tem ouvidos no ovo
[00:47:48.740 --> 00:47:50.080]   Que tem olhos no verde
[00:47:50.080 --> 00:47:51.460]   De dura serviço
[00:47:51.460 --> 00:47:52.640]   Se assemelham
[00:47:52.640 --> 00:47:53.400]   Àquilo que eles
[00:47:53.400 --> 00:47:54.780]   Adoram
[00:47:54.780 --> 00:47:57.160]   E assim
[00:47:57.160 --> 00:47:57.340]   E assim como
[00:47:57.340 --> 00:47:58.100]   A mulher de Ló
[00:47:58.100 --> 00:47:59.200]   Nós temos
[00:47:59.200 --> 00:47:59.980]   Essa propensão
[00:47:59.980 --> 00:48:01.360]   A nos apegar
[00:48:01.360 --> 00:48:01.900]   Às coisas
[00:48:01.900 --> 00:48:02.360]   Do mundo
[00:48:02.360 --> 00:48:03.440]   A idolatria
[00:48:03.440 --> 00:48:03.780]   Exatamente
[00:48:03.780 --> 00:48:04.520]   Esse apego
[00:48:04.520 --> 00:48:06.260]   Aos prazeres
[00:48:06.260 --> 00:48:07.120]   Deste século
[00:48:07.120 --> 00:48:07.620]   Deste mundo
[00:48:07.620 --> 00:48:08.340]   Em que nós vivemos
[00:48:08.340 --> 00:48:09.340]   Sendo que a Bíblia
[00:48:09.340 --> 00:48:09.960]   Os chama para
[00:48:09.960 --> 00:48:10.360]   Sermos
[00:48:10.360 --> 00:48:11.520]   Peregrinos
[00:48:11.520 --> 00:48:13.200]   Como uma cidade
[00:48:13.200 --> 00:48:13.600]   Se deixar
[00:48:13.600 --> 00:48:14.180]   Deixando as coisas
[00:48:14.180 --> 00:48:14.560]   Do mundo
[00:48:14.560 --> 00:48:15.700]   Sabendo que uma cidade
[00:48:15.700 --> 00:48:16.100]   Ou outra
[00:48:16.100 --> 00:48:17.680]   Enquanto os cristãos
[00:48:17.680 --> 00:48:18.300]   São peregrinos
[00:48:18.300 --> 00:48:18.960]   Lá em Apocalipse
[00:48:18.960 --> 00:48:19.780]   No capítulo 13
[00:48:19.780 --> 00:48:20.840]   Versículo 12
[00:48:20.840 --> 00:48:21.400]   Os idólatros
[00:48:21.400 --> 00:48:21.980]   São chamados
[00:48:21.980 --> 00:48:23.580]   De habitantes da terra
[00:48:23.580 --> 00:48:24.420]   Por causa disso
[00:48:24.420 --> 00:48:26.760]   Eles estão fixos
[00:48:26.760 --> 00:48:27.440]   Neste mundo
[00:48:27.440 --> 00:48:29.080]   O prazer deles
[00:48:29.080 --> 00:48:30.300]   Está aqui
[00:48:30.300 --> 00:48:31.680]   Até o
[00:48:31.680 --> 00:48:32.900]   O Guilherme
[00:48:32.900 --> 00:48:34.240]   Faz uma proposta
[00:48:34.240 --> 00:48:34.900]   Interessante
[00:48:34.900 --> 00:48:36.400]   A proposta do início
[00:48:36.400 --> 00:48:37.160]   Não vai gostar
[00:48:37.160 --> 00:48:39.060]   Ele fala que
[00:48:39.060 --> 00:48:40.360]   No processo de Deus
[00:48:40.360 --> 00:48:41.340]   De instibar
[00:48:41.340 --> 00:48:41.740]   E acabar
[00:48:41.740 --> 00:48:42.520]   Com a idolatria
[00:48:42.520 --> 00:48:44.320]   Ele vai destruir
[00:48:44.320 --> 00:48:45.060]   A própria terra
[00:48:45.060 --> 00:48:46.940]   Tudo que nós
[00:48:46.940 --> 00:48:47.700]   Nos apegamos aqui
[00:48:47.700 --> 00:48:48.140]   Vai ser
[00:48:48.140 --> 00:48:49.380]   Destruído
[00:48:49.380 --> 00:48:50.480]   Destruído
[00:48:50.480 --> 00:48:51.660]   E vai restaurar
[00:48:51.660 --> 00:48:52.100]   No nosso
[00:48:52.100 --> 00:48:52.260]   Céu
[00:48:52.260 --> 00:48:53.020]   Mas é assim
[00:48:53.020 --> 00:48:53.920]   Destruído
[00:48:53.920 --> 00:48:54.280]   Para mostrar
[00:48:54.280 --> 00:48:55.380]   Aquilo que vocês
[00:48:55.380 --> 00:48:55.900]   Adoram
[00:48:55.900 --> 00:48:57.380]   Qual é o valor disso
[00:48:57.380 --> 00:48:58.500]   Tudo
[00:48:58.500 --> 00:48:59.580]   Virou pobre
[00:48:59.580 --> 00:49:01.420]   A idolatria
[00:49:01.420 --> 00:49:01.700]   É isso
[00:49:01.700 --> 00:49:02.320]   Essa busca
[00:49:02.320 --> 00:49:03.480]   Vã
[00:49:03.480 --> 00:49:04.320]   Sem sentido
[00:49:04.320 --> 00:49:05.480]   Nosso coração
[00:49:05.480 --> 00:49:06.200]   É muito idólogo
[00:49:06.200 --> 00:49:06.760]   Porque como
[00:49:06.760 --> 00:49:07.800]   Temos esse vazio
[00:49:07.800 --> 00:49:08.780]   Estamos sempre
[00:49:08.780 --> 00:49:10.020]   Procurando algo
[00:49:10.020 --> 00:49:10.800]   Para satisfazer
[00:49:10.800 --> 00:49:11.860]   Mas como
[00:49:11.860 --> 00:49:13.460]   Viviantemente
[00:49:13.460 --> 00:49:14.360]   Disseram aqui
[00:49:14.360 --> 00:49:16.080]   Que nós
[00:49:16.080 --> 00:49:16.660]   Um homem
[00:49:16.660 --> 00:49:18.760]   Não encontra
[00:49:18.760 --> 00:49:19.340]   Descanso
[00:49:19.340 --> 00:49:20.200]   Até
[00:49:20.200 --> 00:49:21.180]   Encontrar
[00:49:21.180 --> 00:49:21.400]   A gente
[00:49:21.400 --> 00:49:21.840]   Encontrar
[00:49:21.840 --> 00:49:22.320]   A gente
[00:49:22.320 --> 00:49:22.960]   Encontrar
[00:49:22.960 --> 00:49:24.160]   Então nós
[00:49:24.160 --> 00:49:24.820]   Adoramos
[00:49:24.820 --> 00:49:25.140]   A vida
[00:49:25.140 --> 00:49:25.540]   As filhas
[00:49:25.540 --> 00:49:25.900]   Temos
[00:49:25.900 --> 00:49:26.400]   Que geradas
[00:49:26.400 --> 00:49:26.960]   Sentir
[00:49:26.960 --> 00:49:27.400]   A alegria
[00:49:27.400 --> 00:49:28.400]   E a gente
[00:49:28.400 --> 00:49:28.400]   A gente
[00:49:28.400 --> 00:49:28.400]   A gente
[00:49:28.400 --> 00:49:28.400]   A gente
[00:49:28.400 --> 00:49:28.400]   A gente
[00:49:28.400 --> 00:49:29.400]   A gente
[00:49:29.400 --> 00:49:30.400]   A gente
[00:49:30.400 --> 00:49:38.400]   Vamos falar, vamos perguntar alguma coisa, perguntar alguma coisa, perguntar alguma coisa,
[00:49:38.400 --> 00:49:43.400]   ou é que ele não está nesse meio, ou é, manda ver um momento, é um momento, faz um momento.
[00:49:43.400 --> 00:49:45.400]   E vou falar isso.
[00:49:45.400 --> 00:49:47.400]   É, gostei.
[00:49:47.400 --> 00:49:56.400]   É, é importante, muito agradecer por você falar bem, a gente acreditar que a verdade é a Deus,
[00:49:56.400 --> 00:50:03.400]   mas na verdade nós criamos ídolos paralelos nos nossos corações.
[00:50:03.400 --> 00:50:13.400]   Não necessariamente, é, ou que Deus está junto, mas, um ídolo diário das nossas práticas diárias,
[00:50:13.400 --> 00:50:24.400]   é, porque uma das definições da idolatria é um amor excessivo por algum objeto, por alguma pessoa, por alguma pauta.
[00:50:24.400 --> 00:50:34.400]   Como que a gente percebe isso, como que a gente evita isso, se atenta a isso, exatamente?
[00:50:34.400 --> 00:50:37.400]   Que a gente chegue a essa conclusão.
[00:50:37.400 --> 00:50:47.400]   Essa é uma pergunta boa, uma pergunta bem prática, como avaliar e perceber os ídolos em nossos corações.
[00:50:47.400 --> 00:50:55.400]   Eu, obviamente, não vou dar uma resposta completa, mas, a princípio, eu acho que é um caminho duplo.
[00:50:55.400 --> 00:50:59.400]   Em certo sentido, nós temos que nos atentar, igual você disse, né?
[00:50:59.400 --> 00:51:05.400]   Aquele que nós temos gastado o nosso tempo, aquilo que, sabe, você acorda e está preocupado com o quê?
[00:51:05.400 --> 00:51:07.400]   Você vai dormir e está preocupado com o quê?
[00:51:07.400 --> 00:51:11.400]   Você pensa assim: "Nó, essa semana começou. O que você espera que aconteça?"
[00:51:11.400 --> 00:51:22.400]   "Ah, hoje é segunda-feira, vou trabalhar, vou trabalhar, eu quero tanto que chegue tal dia, eu quero tanto que chegue o dia, sei lá, que eu vou quitar as férias."
[00:51:22.400 --> 00:51:30.400]   Não que essa esperança seja ruim, mas, por exemplo, quando você começa a avaliar aquilo que te motiva, aquilo que você espera muito,
[00:51:30.400 --> 00:51:35.400]   aquilo que está sempre sendo o centro das suas preocupações, ao avaliar isso na sua própria vida,
[00:51:35.400 --> 00:51:39.400]   você, provavelmente, vai perceber alguns ídolos, certo?
[00:51:39.400 --> 00:51:45.400]   Então, essa é uma forma de perceber, de uma forma assim, tentando avaliar quais são os ídolos de uma forma mais introspectiva.
[00:51:46.400 --> 00:51:52.400]   Agora, uma forma indireta, mas muito eficaz de fazermos isso, é buscarmos a Deus no primeiro lugar.
[00:51:52.400 --> 00:51:55.400]   Nos esforçarmos por isso, mesmo se a gente não está com muita vontade.
[00:51:55.400 --> 00:52:00.400]   Se você acorda, pensa assim: "Eu tenho que servir isso de a Deus, buscar a Deus."
[00:52:00.400 --> 00:52:07.400]   E, à medida que você vai buscando mais e mais a Deus, mais alegria você vai encontrar nele, mais satisfação.
[00:52:07.400 --> 00:52:11.400]   E, ao encontrar satisfação em Deus, você vai perceber que algumas coisas vão sendo deixadas de lado.
[00:52:11.400 --> 00:52:15.400]   e, ao perceber isso, você pensa: "Nós, isso era um ídolo no meu coração."
[00:52:15.400 --> 00:52:20.400]   Às vezes, você só percebe que algo era um ídolo quando você perde, quando você deixa de praticar aquilo.
[00:52:20.400 --> 00:52:25.400]   Quando você ocupa tanto o seu tempo, os seus pensamentos, o seu coração com Deus,
[00:52:25.400 --> 00:52:29.400]   as outras coisas que você gastava muito o seu tempo, que, às vezes, você nem sabe o que era um ídolo,
[00:52:29.400 --> 00:52:33.400]   agora, para você, você nota muito bem que aquilo era um ídolo no meu coração.
[00:52:33.400 --> 00:52:37.400]   Eu percebi isso agora por quê? Porque estão buscando a Deus.
[00:52:37.400 --> 00:52:39.400]   Então, em resumo, seria isso.
[00:52:39.400 --> 00:52:43.400]   Mas, assim, a gente poderia ter uma aula inteira só sobre este assunto, né?
[00:52:43.400 --> 00:52:45.400]   Como avaliar os ídolo no nosso coração.
[00:52:45.400 --> 00:52:48.400]   Uma dica também está no Catecismo.
[00:52:48.400 --> 00:52:53.400]   O Catecismo maior faz um detalhamento bem detalhado.
[00:52:53.400 --> 00:52:55.400]   A gente vai ter um detalhamento bem detalhado.
[00:52:55.400 --> 00:52:57.400]   A gente vai ter um detalhamento bem detalhado.
[00:52:57.400 --> 00:52:59.400]   A gente vai ter um detalhamento bem detalhado.
[00:52:59.400 --> 00:53:01.400]   A gente vai ter um detalhamento bem detalhado.
[00:53:01.400 --> 00:53:03.400]   A gente vai ter um detalhamento bem detalhado.
[00:53:03.400 --> 00:53:05.400]   A gente vai ter um detalhamento bem detalhado.
[00:53:05.400 --> 00:53:07.400]   A gente vai ter um detalhamento bem detalhado.
[00:53:07.400 --> 00:53:09.400]   A gente vai ter um detalhamento bem detalhado.
[00:53:09.400 --> 00:53:11.400]   A gente vai ter um detalhamento bem detalhado.
[00:53:11.400 --> 00:53:13.400]   A gente vai ter um detalhamento bem detalhado.
[00:53:13.400 --> 00:53:15.400]   A gente vai ter um detalhamento bem detalhado.
[00:53:15.400 --> 00:53:17.400]   A gente vai ter um detalhamento bem detalhado.
[00:53:17.400 --> 00:53:19.400]   A gente vai ter um detalhamento bem detalhado.
[00:53:19.400 --> 00:53:21.400]   A gente vai ter um detalhamento bem detalhado.
[00:53:21.400 --> 00:53:25.400]   porque, geralmente, a dificuldade de expressão,
[00:53:25.400 --> 00:53:27.400]   que não deixe da mente, cuidado e tal,
[00:53:27.400 --> 00:53:29.400]   é alguma coisa que ele nos agrave
[00:53:29.400 --> 00:53:31.400]   e que não deveria nos agravar.
[00:53:31.400 --> 00:53:33.400]   Essa é uma boa parte de dizer
[00:53:33.400 --> 00:53:35.400]   que a gente tem colocado aqui dentro da vida.
[00:53:35.400 --> 00:53:37.400]   Não só aquilo que você quer muito,
[00:53:37.400 --> 00:53:39.400]   mas aquilo que você não quer de jeito nenhum.
[00:53:39.400 --> 00:53:41.400]   O que você diga desde,
[00:53:41.400 --> 00:53:43.400]   ou seja,
[00:53:43.400 --> 00:53:45.400]   a gente vai ter uma frase
[00:53:45.400 --> 00:53:47.400]   de que ela ama,
[00:53:47.400 --> 00:53:49.400]   para trazer seu ídolo é uma paz
[00:53:49.400 --> 00:53:51.400]   de diálogo e pesquisa,
[00:53:51.400 --> 00:53:53.400]   que não vai acontecer.
[00:53:53.400 --> 00:53:55.400]   Muito bom.
[00:53:55.400 --> 00:53:57.400]   Deve ter um alívio super.
[00:53:57.400 --> 00:53:59.400]   Bem pastoriado.
[00:53:59.400 --> 00:54:03.400]   Mais alguma pergunta?
[00:54:03.400 --> 00:54:05.400]   "Você tem um alívio super.
[00:54:05.400 --> 00:54:05.400]   A gente vai ter um alívio super.
[00:54:05.400 --> 00:54:07.400]   Não vai ter um alívio super.
[00:54:07.400 --> 00:54:09.400]   Não vai ter um alívio super.
[00:54:09.400 --> 00:54:11.400]   não vai ter um alívio super.
[00:54:11.400 --> 00:54:13.400]   Não vai ter um alívio super.
[00:54:13.400 --> 00:54:15.400]   Não vai ter um alívio super.
[00:54:15.400 --> 00:54:17.400]   Não vai ter um alívio super.
[00:54:17.400 --> 00:54:19.400]   Não vai ter um alívio super.
[00:54:19.400 --> 00:54:21.400]   não vai ter um alívio super.
[00:54:21.400 --> 00:54:23.400]   Não vai ter um alívio super.
[00:54:23.400 --> 00:54:25.400]   Não vai ter um alívio super.
[00:54:25.400 --> 00:54:27.400]   Não vai ter um alívio super.
[00:54:27.400 --> 00:54:29.400]   Não vai ter um alívio super.
[00:54:29.400 --> 00:54:31.400]   Não vai ter um alívio super.
[00:54:31.400 --> 00:54:33.400]   Não vai ter um alívio super.
[00:54:33.400 --> 00:54:35.400]   Não vai ter um alívio super.
[00:54:35.400 --> 00:54:37.400]   Não vai ter um alívio super.
[00:54:37.400 --> 00:54:39.400]   Não vai ter um alívio super.
[00:54:39.400 --> 00:54:39.400]   Não vai ter um alívio super.
[00:54:39.400 --> 00:54:41.400]   Não vai ter um alívio super.
[00:54:41.400 --> 00:54:42.400]   Não vai ter um alívio super.
[00:54:42.400 --> 00:54:43.400]   Não vai ter um alívio super.
[00:54:43.400 --> 00:54:44.400]   Não vai ter um alívio super.
[00:54:44.400 --> 00:54:45.400]   Não vai ter um alívio super.
[00:54:45.400 --> 00:54:46.400]   Não vai ter um alívio super.
[00:54:46.400 --> 00:54:47.400]   Não vai ter um alívio super.
[00:54:47.400 --> 00:54:48.400]   Não vai ter um alívio super.
[00:54:48.400 --> 00:54:49.400]   Não vai ter um alívio super.
[00:54:49.400 --> 00:54:50.400]   Não vai ter um alívio super.
[00:54:50.400 --> 00:54:51.400]   Não vai ter um alívio super.
[00:54:51.400 --> 00:54:52.400]   Não vai ter um alívio super.
[00:54:52.400 --> 00:54:53.400]   Não vai ter um alívio super.
[00:54:53.400 --> 00:54:54.400]   Não vai ter um alívio super.
[00:54:54.400 --> 00:54:55.400]   Não vai ter um alívio super.
[00:54:55.400 --> 00:54:56.400]   Não vai ter um alívio super.
[00:54:56.400 --> 00:54:57.400]   Não vai ter um alívio super.
[00:54:57.400 --> 00:54:58.400]   Não vai ter um alívio super.
[00:54:58.400 --> 00:54:59.400]   Não vai ter um alívio super.
[00:54:59.400 --> 00:55:00.400]   Não vai ter um alívio super.
[00:55:00.400 --> 00:55:01.400]   Não vai ter um alívio super.
[00:55:01.400 --> 00:55:02.400]   Não vai ter um alívio super.
[00:55:02.400 --> 00:55:03.400]   Não vai ter um alívio super.
[00:55:03.400 --> 00:55:04.400]   Não vai ter um alívio super.
[00:55:04.400 --> 00:55:05.400]   Não vai ter um alívio super.
[00:55:05.400 --> 00:55:06.400]   Não vai ter um alívio super.
[00:55:06.400 --> 00:55:07.400]   Não vai ter um alívio super.
[00:55:07.400 --> 00:55:08.400]   Não vai ter um alívio super.
[00:55:08.400 --> 00:55:09.400]   Não vai ter um alívio super.
[00:55:09.400 --> 00:55:10.400]   Não vai ter um alívio super.
[00:55:10.400 --> 00:55:11.400]   Não vai ter um alívio super.
[00:55:11.400 --> 00:55:12.400]   Não vai ter um alívio super.
[00:55:12.400 --> 00:55:13.400]   Não vai ter um alívio super.
[00:55:13.400 --> 00:55:14.400]   Não vai ter um alívio super.
[00:55:14.400 --> 00:55:15.400]   Não vai ter um alívio super.
